iter	RMSE
0	0.6536294122
1	0.6359113258
2	0.614863546
3	0.5950810288
4	0.5748748795
5	0.5593470239
6	0.5449295153
7	0.5281623404
8	0.5113112301
9	0.494640938
10	0.4819895763
11	0.4672634501
12	0.4533685651
13	0.4424142699
14	0.4295744623
15	0.4149020682
16	0.4016705383
17	0.3885223767
18	0.3769288798
19	0.3655292259
20	0.3559059655
21	0.3449476428
22	0.3346231488
23	0.3243526763
24	0.3149771483
25	0.3052425256
26	0.2960727726
27	0.287162579
28	0.2784307782
29	0.2696743731
30	0.2629245524
31	0.2556674204
32	0.247848117
33	0.2406662748
34	0.2353593102
35	0.2289987115
36	0.2221964309
37	0.2167459424
38	0.2115927078
39	0.2073268942
40	0.2014437666
41	0.1959761802
42	0.1909263166
43	0.1858393608
44	0.1807881442
45	0.1768507719
46	0.1723161825
47	0.1676153254
48	0.1635404252
49	0.1589824034
50	0.1543790879
51	0.1514227967
52	0.1473777393
53	0.1428356867
54	0.1391755239
55	0.1357305164
56	0.1327392503
57	0.1296913313
58	0.1260587567
59	0.1232769641
60	0.1203309368
61	0.1178021196
62	0.1143457603
63	0.1125292978
64	0.1108293334
65	0.1084490817
66	0.1059241833
67	0.1034901063
68	0.1008777634
69	0.09905034825
70	0.09676132106
71	0.09483271126
72	0.09367372172
73	0.0915894418
74	0.08980267662
75	0.08796375483
76	0.08661229814
77	0.08490990164
78	0.08319982548
79	0.08131322375
80	0.07978760292
81	0.07828501927
82	0.07675658601
83	0.07595517808
84	0.07472534146
85	0.07309844548
86	0.07201697024
87	0.0707477572
88	0.06971231576
89	0.06864671073
90	0.06761934912
91	0.06656564611
92	0.06570166231
93	0.06495036971
94	0.06400804429
95	0.06369669857
96	0.0634160939
97	0.06249906186
98	0.06160572186
99	0.06043935403
100	0.05955073484
101	0.05820825392
102	0.0571092672
103	0.05688791014
104	0.05597167308
105	0.0552994482
106	0.05504553857
107	0.05384938239
108	0.0530455408
109	0.05253440833
110	0.05167004468
111	0.05066860396
112	0.04965225
113	0.04949416371
114	0.04864364553
115	0.04824301299
116	0.04740619635
117	0.04656963567
118	0.04583618564
119	0.04506901616
120	0.04423620933
121	0.04388027194
122	0.04327075364
123	0.04246626913
124	0.04227242263
125	0.04202979405
126	0.04187026117
127	0.04151980706
128	0.04111746685
129	0.04056510495
130	0.04026431888
131	0.03992520373
132	0.0392669527
133	0.03854646945
134	0.03823750756
135	0.03759647666
136	0.03721259945
137	0.03688365763
138	0.03651121862
139	0.03593532224
140	0.03579670603
141	0.03553424578
142	0.03519705301
143	0.03468983128
144	0.03454956803
145	0.03440772739
146	0.03414241525
147	0.03388467791
148	0.03339868522
149	0.03309881527
150	0.03292857872
151	0.03240943352
152	0.03213876814
153	0.03200871303
154	0.03162957919
155	0.03117227289
156	0.03080415961
157	0.03069635865
158	0.03043699162
159	0.03002817522
160	0.02965023642
161	0.02951079768
162	0.02906416682
163	0.02862335163
164	0.02853065141
165	0.02841960337
166	0.02803419479
167	0.02772923899
168	0.02738047881
169	0.0271635694
170	0.02704919958
171	0.02690820328
172	0.02674535565
173	0.02654558439
174	0.0264472903
175	0.02634429274
176	0.02615161678
177	0.02600351042
178	0.02591370349
179	0.02575763658
180	0.02561756759
181	0.02547934835
182	0.02539733119
183	0.02514134138
184	0.02504503447
185	0.02487950729
186	0.02456470315
187	0.02437902983
188	0.02402353387
189	0.02392313188
190	0.02380531776
191	0.02355440027
192	0.02339319542
