iter	RMSE
193	0.02330410362
194	0.02307455993
195	0.02288208288
196	0.02276801341
197	0.02256332714
198	0.02224928372
199	0.02213813196
200	0.02201445296
201	0.02190175066
202	0.02175147961
203	0.0216898023
204	0.02142403042
205	0.02131884211
206	0.02113781157
207	0.02085970229
208	0.0207480606
209	0.02061365192
210	0.02045678084
211	0.02030476741
212	0.02018988664
213	0.02005449143
214	0.01990224586
215	0.01977332579
216	0.01953979803
217	0.01932303947
218	0.01924157121
219	0.01913176765
220	0.0190360603
221	0.01894276099
222	0.01885265359
223	0.0187393206
224	0.01858473753
225	0.01850125689
226	0.01843722546
227	0.01835068024
228	0.01828696469
229	0.01811016798
230	0.0179727888
231	0.01773163628
232	0.01768014838
233	0.0175694571
234	0.01739909687
235	0.01729998232
236	0.01714104595
237	0.01697979771
238	0.01688434748
239	0.01680293636
240	0.01664658598
241	0.01646573954
242	0.01638562406
243	0.01624081603
244	0.01617366739
245	0.01608554968
246	0.01600719045
247	0.01590435444
248	0.01574040949
249	0.01567381631
250	0.01562976886
251	0.0155769989
252	0.01549461515
253	0.01538982755
254	0.01534023411
255	0.01524423181
256	0.01517604751
257	0.01504063152
258	0.01498421553
259	0.01486329124
260	0.01474102184
261	0.01463999431
262	0.01456953251
263	0.01451015619
264	0.01445026437
265	0.01439394151
266	0.01432694891
267	0.01426080156
268	0.01420453547
269	0.01415762214
270	0.01408224752
271	0.01400151066
272	0.01390223741
273	0.01380996712
274	0.01375445299
275	0.01365081794
276	0.01355068401
277	0.01349638785
278	0.01339522424
279	0.01334510614
280	0.01328896847
281	0.01322291955
282	0.01312259652
283	0.01307141934
284	0.01299407269
285	0.01296362912
286	0.01286580164
287	0.0128076129
288	0.01271029269
289	0.01264189106
290	0.01261213873
291	0.01251328043
292	0.01239143563
293	0.01229413944
294	0.01219987159
295	0.01213582788
296	0.01204995773
297	0.01199904517
298	0.01195964845
299	0.01191758796
300	0.01185337465
301	0.01181880626
302	0.01173950481
303	0.01167974756
304	0.01163161698
305	0.01154831638
306	0.01150589984
307	0.01147876094
308	0.01138949168
309	0.01135997797
310	0.01126487571
311	0.01120440482
312	0.01117180885
313	0.01113424003
314	0.0110845919
315	0.01104178861
316	0.01095525969
317	0.01089946191
318	0.01085925177
319	0.0108066702
320	0.01077225812
321	0.0106827814
322	0.01064620848
323	0.0106092001
324	0.01053880827
325	0.01046832161
326	0.01038342395
327	0.01035374029
328	0.01032860977
329	0.01030070098
330	0.01025288018
331	0.01021012321
332	0.01014546223
333	0.01006894919
334	0.01003659691
335	0.009998770415
336	0.009963995293
337	0.009937035645
338	0.00990766937
339	0.009834280908
340	0.009799164505
341	0.009756766347
342	0.009663304317
343	0.009621269946
344	0.009600239576
345	0.009540536657
346	0.009466200682
347	0.009433537629
348	0.00940491773
349	0.009372720197
350	0.009340411481
351	0.009311088553
352	0.009280762285
353	0.009218798991
354	0.009159863312
355	0.009134114378
356	0.009084451606
357	0.009050089994
358	0.009032596497
359	0.008968942355
360	0.008911986046
361	0.008887243058
362	0.008833268222
363	0.008811326498
364	0.008795769374
365	0.008752617749
366	0.008729385335
367	0.008695760451
368	0.008665085061
369	0.008618665827
370	0.008595652087
371	0.008559304725
372	0.008539352012
373	0.008510495339
374	0.008452350486
375	0.008424749587
376	0.008405064231
377	0.008352868774
378	0.008316627678
379	0.008299771109
380	0.008273206577
381	0.008257490676
382	0.008235798203
383	0.00817478185
384	0.008115659526
385	0.008081418668
386	0.008055714477
387	0.007981293068
388	0.007958292567
389	0.00788787748
390	0.00784840818
391	0.007778805295
392	0.007726024082
393	0.007707041674
394	0.007685401888
395	0.007660480717
396	0.007648108151
397	0.007630408866
398	0.007601143206
399	0.007547082195
400	0.007517013381
401	0.007489170902
402	0.0074357074
403	0.0073690092
404	0.007355418071
405	0.007343323495
406	0.007324910395
407	0.007309585103
408	0.007291643672
409	0.007254848182
410	0.007239634242
411	0.007168186698
412	0.007144585518
413	0.00708923595
414	0.007062970028
415	0.007037210932
416	0.007015794597
417	0.007004617941
418	0.006982998939
419	0.006941298338
420	0.006923893613
421	0.006879561443
422	0.006857917666
423	0.006837104093
424	0.006825388986
425	0.006811532961
426	0.006798501582
427	0.006769199164
428	0.006742500199
429	0.006727767831
430	0.006713252751
431	0.006699751815
432	0.006669996029
433	0.006646751539
434	0.006612410017
435	0.006563816938
436	0.006546382483
437	0.006520490109
438	0.006508553583
439	0.006492678848
440	0.006457468299
441	0.006438775946
442	0.006398569132
443	0.00637005216
444	0.006360208173
445	0.006345175006
446	0.006314570818
447	0.006267755358
448	0.006256926888
449	0.006243278546
450	0.006222665217
451	0.006186305857
452	0.006174388047
453	0.006147922928
454	0.006133732715
455	0.006120860024
456	0.006099326369
457	0.006060501595
458	0.006047240723
459	0.006034560603
460	0.006019683394
461	0.005986484048
462	0.005976432758
463	0.005956652345
464	0.005925446349
465	0.005917970781
466	0.005900969867
467	0.005884823047
468	0.005858102878
469	0.005813465764
470	0.005789862137
471	0.005777608859
472	0.005761878662
473	0.005755782384
474	0.005750911255
475	0.005721052328
476	0.005699539103
477	0.005681876805
478	0.005664833426
479	0.005616327654
480	0.00560822394
481	0.005586430918
482	0.005563174804
483	0.00551736626
484	0.005505803609
485	0.005467593224
486	0.005453924427
487	0.005444854612
488	0.005419193692
489	0.005408067142
490	0.005385200572
491	0.005362275285
492	0.005350273477
493	0.005335781492
494	0.005326511067
495	0.005298129948
496	0.005290523727
497	0.005270876237
498	0.005241781447
499	0.005226190881
